Wydział,Prowadzący,Nazwa przedmiotu,Typ zajęć,Kierunek,Studia
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Sucheta,Termodynamika techniczna I,wyk,MiBM,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Sucheta,Transport masy i energii,wyk,MiBM,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Sucheta,Termodynamika I,wyk,MiBM,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Andrzej Sucheta,Termodynamika techniczna I,ćw,MiBM,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Henryk Wnęk,Badania i diagnostyka pojazdów,lab,EP,S
Wydział Budowy Maszyn i Informatyki,dr inż. Henryk Wnęk,Mechatronika w pojazdach,lab,EP,S
Wydział Budowy Maszyn i Informatyki,dr inż. Henryk Wnęk,Badania i diagnostyka pojazdów,wyk,EP,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Henryk Wnęk,Badania i diagnostyka pojazdów,wyk,EP,S
Wydział Budowy Maszyn i Informatyki,dr inż. Henryk Wnęk,Mechatronika w pojazdach,wyk,EP,S
Wydział Budowy Maszyn i Informatyki,dr inż. Henryk Wnęk,Wymagania homologacyjne w budowie pojazdów,wyk,EP,S
Wydział Budowy Maszyn i Informatyki,dr inż. Henryk Wnęk,Systemy pomiarowe,lab,MiBM,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Henryk Wnęk,Badania i diagnostyka pojazdów,lab,EP,NW
Wydział Budowy Maszyn i Informatyki,mgr inż. Paweł Błaszczak,Komputerowe projektowanie zrobotyzowanych stanowisk pracy I,proj,AiR,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Paweł Błaszczak,Komputerowe projektowanie zrobotyzowanych stanowisk pracy I,wyk,AiR,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Paweł Błaszczak,Komputerowe projektowanie zrobotyzowanych stanowisk pracy,proj,AiR,NW
Wydział Budowy Maszyn i Informatyki,mgr inż. Paweł Błaszczak,Rozpoznawanie obrazów i systemy ekspertowe,lab,Mt,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Paweł Błaszczak,Rozpoznawanie obrazów i systemy ekspertowe,wyk,Mt,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Paweł Błaszczak,Systemy wizyjne w wytwarzaniu,wyk,Mt,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Paweł Błaszczak,Programowanie robotów,lab,AiR,NW
Wydział Budowy Maszyn i Informatyki,mgr inż. Paweł Błaszczak,Komputerowe projektowanie zrobotyzowanych stanowisk pracy,wyk,AiR,NW
Wydział Budowy Maszyn i Informatyki,mgr inż. Paweł Błaszczak,Roboty w wytwarzaniu maszyn,lab,AiR,NW
Wydział Budowy Maszyn i Informatyki,mgr inż. Paweł Błaszczak,Systemy wizyjne w wytwarzaniu,lab,Mt,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Paweł Błaszczak,Systemy wizyjne w wytwarzaniu,lab,MiBM,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Izabela Hura,Metrologia,lab,EP,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Izabela Hura,Podstawy metrologii (Metrol. wielk. geom. / Metrol. tech. / Metrol.elek.),lab,ZiIP,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Izabela Hura,Obróbka ubytkowa,lab,MiBM,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Izabela Hura,Obróbka ubytkowa,lab,MiBM,NW
Wydział Budowy Maszyn i Informatyki,mgr inż. Izabela Hura,Podstawy metrologii (Metrol. wielk. geom. / Metrol. tech. / Metrol.elek.),lab,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,dr inż. Aleksandra Jarco,Techniki wytwarzania I,lab,AiR,S
Wydział Budowy Maszyn i Informatyki,dr inż. Aleksandra Jarco,Bezpieczeństwo i jakość w procesach wytwórczych,ćw,MiBM,S
Wydział Budowy Maszyn i Informatyki,dr inż. Aleksandra Jarco,Obróbka plastyczna,lab,MiBM,S
Wydział Budowy Maszyn i Informatyki,dr inż. Aleksandra Jarco,Podstawy wspomagania decyzji,wyk,MiBM,S
Wydział Budowy Maszyn i Informatyki,dr inż. Aleksandra Jarco,Odlewnictwo i obróbka plastyczna,lab,EP,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Aleksandra Jarco,Odlewnictwo,lab,Inż mat,S
Wydział Budowy Maszyn i Informatyki,dr inż. Aleksandra Jarco,Odlewnictwo i obróbka plastyczna,lab,EP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Jacek Pezda,Techniki wytwarzania I,wyk,AiR,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Jacek Pezda,Odlewnictwo i obróbka plastyczna,wyk,EP,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Jacek Pezda,Technologie spajania,wyk,EP,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Jacek Pezda,Odlewnictwo i obróbka plastyczna,wyk,EP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Jacek Pezda,Technologie spajania,wyk,EP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Jacek Pezda,Seminarium dyplomowe I,sem,MiBM,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Jacek Pezda,Obróbka ubytkowa,wyk,MiBM,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Jacek Pezda,Technologie spajania,wyk,MiBM,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Jacek Pezda,Obróbka ubytkowa,wyk,MiBM,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Jacek Pezda,Technologie spajania,wyk,MiBM,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Jacek Pezda,Praca przejściowa,proj,MiBM,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Jacek Pezda,Obróbka plastyczna,wyk,MiBM,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Jacek Pezda,Seminarium dyplomowe I,sem,Mt,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Jacek Pezda,Odlewnictwo,wyk,Inż mat,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Jacek Pezda,Bezpieczeństwo i jakość w procesach wytwórczych,wyk,MiBM,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Roman Stryczek,Projektowanie procesów obróbki i montażu,wyk,MiBM,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Roman Stryczek,Projektowanie elastycznych systemów produkcyjnych,wyk,MiBM,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Roman Stryczek,Projektowanie procesów obróbki i montażu,wyk,MiBM,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Roman Stryczek,Projektowanie elastycznych systemów produkcyjnych,wyk,MiBM,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Roman Stryczek,Obrabiarki sterowane numerycznie,wyk,MiBM,NW
Wydział Budowy Maszyn i Informatyki,mgr inż. Kamil Wyrobek,Programowanie obrabiarek sterowanych numerycznie,proj,AiR,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Kamil Wyrobek,Programowanie obrabiarek sterowanych numerycznie,wyk,AiR,NW
Wydział Budowy Maszyn i Informatyki,mgr inż. Kamil Wyrobek,Obrabiarki sterowane numerycznie,lab,AiR,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Kamil Wyrobek,Obrabiarki sterowane numerycznie,wyk,AiR,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Kamil Wyrobek,Programowanie obrabiarek sterowanych numerycznie,proj,AiR,NW
Wydział Budowy Maszyn i Informatyki,mgr inż. Kamil Wyrobek,Systemy CAM,lab,MiBM,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Kamil Wyrobek,Systemy CAM,wyk,MiBM,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Kamil Wyrobek,Programowanie obrabiarek sterowanych numerycznie,wyk,AiR,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Kamil Wyrobek,Obrabiarki sterowane numerycznie,lab,AiR,NW
Wydział Budowy Maszyn i Informatyki,mgr inż. Kamil Wyrobek,Obrabiarki sterowane numerycznie,wyk,AiR,NW
Wydział Budowy Maszyn i Informatyki,mgr inż. Kamil Wyrobek,Obrabiarki sterowane numerycznie,lab,MiBM,NW
Wydział Budowy Maszyn i Informatyki,mgr inż. Kamil Wyrobek,Projektowanie generatywne,proj,MiBM,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Kamil Wyrobek,Projektowanie elastycznych systemów produkcyjnych,proj,MiBM,S
Wydział Budowy Maszyn i Informatyki,dr inż. Piotr Zyzak,Projektowanie procesów obróbki,proj,EP,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Piotr Zyzak,Roboty w wytwarzaniu maszyn,wyk,AiR,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Piotr Zyzak,Zarządzanie przedsiębiorstwem,wyk,AiR,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Piotr Zyzak,Projektowanie procesów obróbki,proj,EP,S
Wydział Budowy Maszyn i Informatyki,dr inż. Piotr Zyzak,Niekonwencjonalne metody wytwarzania,wyk,MiBM,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Piotr Zyzak,Zarządzanie przedsiębiorstwem,wyk,MiBM,NW
Wydział Budowy Maszyn i Informatyki,dr inż. Piotr Zyzak,Zintegrowane systemy wytwarzania,wyk,Mt,S
Wydział Budowy Maszyn i Informatyki,dr inż. Maria Baron-Puda,Praca przejściowa,wyk,ZiIP,S
Wydział Budowy Maszyn i Informatyki,dr inż. Maria Baron-Puda,Kreatywność pracowników i twórcze zespoły,proj,ZiIP,S
Wydział Budowy Maszyn i Informatyki,dr inż. Maria Baron-Puda,Projektowanie systemów pracy I,proj,ZiIP,S
Wydział Budowy Maszyn i Informatyki,dr inż. Maria Baron-Puda,Praca przejściowa,proj,ZiIP,S
Wydział Budowy Maszyn i Informatyki,dr inż. Maria Baron-Puda,Projektowanie systemów pracy I,wyk,ZiIP,S
Wydział Budowy Maszyn i Informatyki,dr inż. Maria Baron-Puda,Projektowanie systemów pracy I,proj,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,dr inż. Maria Baron-Puda,Projektowanie systemów pracy I,wyk,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,dr inż. Maria Baron-Puda,Ocena kompetencji pracowniczych - procesy produkcyjne,wyk,ZiIP,S
Wydział Budowy Maszyn i Informatyki,dr inż. Maria Baron-Puda,Zarządzanie systemami pracy,wyk,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Robert Drobina,Zarządzanie środowiskowe,ćw,ZiIP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Robert Drobina,Zarządzanie bezpieczeństwem pracy,lab,ZiIP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Robert Drobina,Zarządzanie środowiskowe,wyk,ZiIP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Robert Drobina,BHP i ergonomia,wyk,Trans,NZ
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Robert Drobina,Zarządzanie bezpieczeństwem pracy,wyk,ZiIP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Robert Drobina,Ergonomia,wyk,ZiIP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Robert Drobina,Zarządzanie środowiskowe,wyk,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Robert Drobina,Zarządzanie środowiskowe,ćw,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,dr hab. inż. Luboslav Dulina,Organizacja systemów produkcyjnych,wyk,ZiIP,S
Wydział Budowy Maszyn i Informatyki,dr hab. inż. Luboslav Dulina,Forecasting and simulation in the enterprise II (przedmiot prowadzony w j. angielskim Prognozowanie i symulacja w przedsiębiorstwie II),proj,ZiIP,S
Wydział Budowy Maszyn i Informatyki,dr hab. inż. Luboslav Dulina,Forecasting and simulation in the enterprise II (przedmiot prowadzony w j. angielskim Prognozowanie i symulacja w przedsiębiorstwie II),wyk,ZiIP,S
Wydział Budowy Maszyn i Informatyki,dr hab. inż. Luboslav Dulina,Organizacja systemów produkcyjnych,lab,ZiIP,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Ewa Golińska,Zarządzanie jakością i bezpieczeństwem I,wyk,ZiIP,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Ewa Golińska,Praca przejściowa,proj,ZiIP,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Ewa Golińska,Zarządzanie jakością i bezpieczeństwem III,wyk,ZiIP,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Ewa Golińska,Zarządzanie jakością i bezpieczeństwem I,ćw,ZiIP,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Ewa Golińska,Zarządzanie jakością i bezpieczeństwem III,ćw,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,mgr inż. Ewa Golińska,Zarządzanie jakością i bezpieczeństwem III,proj,ZiIP,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Ewa Golińska,Zarządzanie jakością i bezpieczeństwem III,ćw,ZiIP,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Ewa Golińska,Zarządzanie jakością i bezpieczeństwem III,wyk,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,mgr inż. Ewa Golińska,Zarządzanie jakością i bezpieczeństwem I,ćw,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,dr inż. Sławomir Herma,Informatyka i komputerowe wspomaganie prac inżynierskich I,wyk,ZiIP,S
Wydział Budowy Maszyn i Informatyki,dr inż. Sławomir Herma,Informatyka i komputerowe wspomaganie prac inżynierskich I,lab,ZiIP,S
Wydział Budowy Maszyn i Informatyki,dr inż. Sławomir Herma,Grafika inżynierska (komputerowa) II,lab,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,dr inż. Sławomir Herma,Informatyka i komputerowe wspomaganie prac inżynierskich I,lab,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,dr inż. Sławomir Herma,Informatyka i komputerowe wspomaganie prac inżynierskich I,wyk,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,dr inż. Sławomir Herma,Systemy wspomagania decyzji i zarządzania wiedzą,proj,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,dr inż. Sławomir Herma,Systemy wspomagania decyzji i zarządzania wiedzą,wyk,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,mgr inż. Ewa Kaczmar-Kolny,Podstawy rachunkowości,ćw,Analit,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Ewa Kaczmar-Kolny,Praca przejściowa,proj,ZiIP,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Ewa Kaczmar-Kolny,Finanse i rachunkowość I,ćw,ZiIP,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Ewa Kaczmar-Kolny,Zarządzanie produkcją i usługami II,lab,ZiIP,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Ewa Kaczmar-Kolny,Podstawy rachunkowości,ćw,Analit,NZ
Wydział Budowy Maszyn i Informatyki,mgr inż. Ewa Kaczmar-Kolny,Finanse i rachunkowość I,ćw,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,mgr inż. Ewa Kaczmar-Kolny,Zarządzanie produkcją i usługami II,proj,ZiIP,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Damian Kolny,Gospodarka magazynowa,proj,ZiIP,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Damian Kolny,Projektowanie zakładów przemysłowych,proj,ZiIP,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Damian Kolny,Praca przejściowa,proj,ZiIP,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Damian Kolny,Techniki szybkiego prototypowania,lab,ZiIP,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Damian Kolny,Wirtualna i rozszerzona rzeczywistość,proj,ZiIP,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Damian Kolny,Metody i techniki twórczego myślenia<br><strong>Pp</strong> - Praca przejściowa,lab,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,mgr inż. Damian Kolny,Pp,proj,ZiIP,S
Wydział Budowy Maszyn i Informatyki,dr inż. Sławomir Kukla,Informatyka i komputerowe wspomaganie prac inżynierskich III,wyk,ZiIP,S
Wydział Budowy Maszyn i Informatyki,dr inż. Sławomir Kukla,Informatyka i komputerowe wspomaganie prac inżynierskich III,lab,ZiIP,S
Wydział Budowy Maszyn i Informatyki,dr inż. Sławomir Kukla,Grafika inżynierska (komputerowa) II,lab,ZiIP,S
Wydział Budowy Maszyn i Informatyki,dr inż. Sławomir Kukla,Praca przejściowa,proj,ZiIP,S
Wydział Budowy Maszyn i Informatyki,dr inż. Sławomir Kukla,Zarządzanie projektami innowacyjnymi II,lab,ZiIP,S
Wydział Budowy Maszyn i Informatyki,dr inż. Sławomir Kukla,Zarządzanie projektami innowacyjnymi II,wyk,ZiIP,S
Wydział Budowy Maszyn i Informatyki,prof. dr hab. inż. Ivan Kuric,Techniki szybkiego prototypowania,wyk,ZiIP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Izabela Kutschenreiter-Praszkiewicz,Komunikacja społeczna,wyk,AiR,NW
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Izabela Kutschenreiter-Praszkiewicz,Marketing,wyk,ZiIP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Izabela Kutschenreiter-Praszkiewicz,Decision Support Systems,lab,Erasmus,WBMiI
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Izabela Kutschenreiter-Praszkiewicz,Komunikacja społeczna i aktywizacja zawodowa,wyk,Inf,NZ
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Izabela Kutschenreiter-Praszkiewicz,Zarządzanie strategiczne,ćw,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Izabela Kutschenreiter-Praszkiewicz,Zarządzanie strategiczne,wyk,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Izabela Kutschenreiter-Praszkiewicz,Marketing,wyk,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,prof. dr hab. inż. Józef Matuszek,Rachunek kosztów dla inżynierów,wyk,ZiIP,S
Wydział Budowy Maszyn i Informatyki,prof. dr hab. inż. Józef Matuszek,Seminarium dyplomowe I,sem,ZiIP,S
Wydział Budowy Maszyn i Informatyki,prof. dr hab. inż. Józef Matuszek,Seminarium dyplomowe I,sem,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,mgr inż. Marcin Matuszny,Praca przejściowa,proj,ZiIP,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Marcin Matuszny,Marketing,ćw,ZiIP,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Marcin Matuszny,Marketing,ćw,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Janusz Mleczko,Komputerowe wspomaganie produkcji,lab,ZiIP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Janusz Mleczko,Komputerowe wspomaganie produkcji,wyk,ZiIP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Janusz Mleczko,Zintegrowane systemy zarządzania I,lab,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Janusz Mleczko,Zintegrowane systemy zarządzania I,wyk,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,dr inż. Aleksander Moczała,Zarządzanie projektem i innowacjami,lab,ZiIP,S
Wydział Budowy Maszyn i Informatyki,dr inż. Aleksander Moczała,Praca przejściowa,proj,ZiIP,S
Wydział Budowy Maszyn i Informatyki,dr inż. Aleksander Moczała,Zarządzanie projektem i innowacjami,wyk,ZiIP,S
Wydział Budowy Maszyn i Informatyki,dr inż. Aleksander Moczała,Projektowanie systemów produkcyjnych,proj,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,dr inż. Aleksander Moczała,Projektowanie systemów produkcyjnych,wyk,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,dr inż. Aleksander Moczała,Metody i techniki twórczego myślenia,wyk,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,dr inż. Aleksander Moczała,Management of Technology and Innovation,wyk,Erasmus,WBMiI
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dariusz Plinta,ZpiuII,wyk,ZiIP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dariusz Plinta,Wirtualna i rozszerzona rzeczywistość,wyk,ZiIP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dariusz Plinta,Seminarium dyplomowe II,sem,ZiIP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dariusz Plinta,Forecasting and Simulation in Enterprise II,lab,Erasmus,WBMiI
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dariusz Plinta,Prognozowanie i symulacja w przedsiębiorstwie I,wyk,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dariusz Plinta,Projektowanie zakładów przemysłowych,wyk,ZiIP,S
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dariusz Plinta,Seminarium dyplomowe I,sem,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dariusz Plinta,Prognozowanie i symulacja w przedsiębiorstwie I,lab,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,prof. UBB dr hab. inż. Dariusz Plinta,Zarządzanie produkcją i usługami II,wyk,ZiIP,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Katarzyna Radwan,Zarządzanie projektem i innowacjami,lab,ZiIP,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Katarzyna Radwan,Praca przejściowa,proj,ZiIP,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Katarzyna Radwan,Organizacja systemów produkcyjnych,lab,ZiIP,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Katarzyna Radwan,Kreatywność pracowników i twórcze zespoły,proj,ZiIP,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Katarzyna Radwan,Zarządzanie projektami innowacyjnymi I,lab,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,dr inż. Dariusz Więcek,Podstawy projektowania inżynierskiego I,ćw,ZiIP,S
Wydział Budowy Maszyn i Informatyki,dr inż. Dariusz Więcek,Gospodarka magazynowa,wyk,ZiIP,S
Wydział Budowy Maszyn i Informatyki,dr inż. Dariusz Więcek,Komputerowe wspomaganie projektowania systemów produkcyjnych,wyk,ZiIP,S
Wydział Budowy Maszyn i Informatyki,dr inż. Dariusz Więcek,Podstawy projektowania inżynierskiego I,wyk,ZiIP,S
Wydział Budowy Maszyn i Informatyki,dr inż. Dariusz Więcek,Komputerowe wspomaganie projektowania systemów produkcyjnych,proj,ZiIP,S
Wydział Budowy Maszyn i Informatyki,dr inż. Dariusz Więcek,Podstawy projektowania inżynierskiego I,wyk,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,dr inż. Dariusz Więcek,Zpwp,lab,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,dr inż. Dariusz Więcek,Podstawy projektowania inżynierskiego I,ćw,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,dr inż. Dariusz Więcek,Gospodarka magazynowa,wyk,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,dr inż. Dorota Więcek,Podstawy rachunkowości,wyk,Analit,S
Wydział Budowy Maszyn i Informatyki,dr inż. Dorota Więcek,Finanse i rachunkowość I,wyk,ZiIP,S
Wydział Budowy Maszyn i Informatyki,dr inż. Dorota Więcek,Rachunek kosztów dla inżynierów,lab,ZiIP,S
Wydział Budowy Maszyn i Informatyki,dr inż. Dorota Więcek,Prowadzenie działalności gospodarczej,wyk,MiBM,S
Wydział Budowy Maszyn i Informatyki,dr inż. Dorota Więcek,Rachunek kosztów dla inżynierów,lab,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,dr inż. Dorota Więcek,Finanse i rachunkowość I,wyk,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,dr inż. Dorota Więcek,Rachunek kosztów dla inżynierów,wyk,ZiIP,NZ
Wydział Budowy Maszyn i Informatyki,dr Marcin Bernaś,Zaawansowana grafika i gry komputerowe,lab,Inf,S
Wydział Budowy Maszyn i Informatyki,dr Marcin Bernaś,Interfejs w aplikacjach internetowych,wyk,Inf,S
Wydział Budowy Maszyn i Informatyki,dr Marcin Bernaś,Inteligentny transport i pojazdy autonomiczne,wyk,Inf,NZ
Wydział Budowy Maszyn i Informatyki,dr Marcin Bernaś,Zaawansowana grafika i gry komputerowe,wyk,Inf,S
Wydział Budowy Maszyn i Informatyki,dr Marcin Bernaś,Inteligentne przetwarzanie multimediów,wyk,Inf,NZ
Wydział Budowy Maszyn i Informatyki,dr Marcin Bernaś,Interfejs w aplikacjach internetowych,lab,Inf,NZ
Wydział Budowy Maszyn i Informatyki,dr inż. Paweł Fałat,Programowanie II,lab,Inf,S
Wydział Budowy Maszyn i Informatyki,dr inż. Paweł Fałat,Programowanie II,wyk,Inf,S
Wydział Budowy Maszyn i Informatyki,dr inż. Paweł Fałat,Programowanie IV,lab,Inf,S
Wydział Budowy Maszyn i Informatyki,dr inż. Paweł Fałat,Programowanie dla Internetu w technologii ASP.NET,lab,Inf,S
Wydział Budowy Maszyn i Informatyki,dr inż. Paweł Fałat,Programowanie dla Internetu w technologii ASP.NET,wyk,Inf,S
Wydział Budowy Maszyn i Informatyki,dr inż. Paweł Fałat,Nierelacyjne bazy danych,wyk,Inf,S
Wydział Budowy Maszyn i Informatyki,dr inż. Tomasz Gancarczyk,Systemy operacyjne I,lab,Inf,S
Wydział Budowy Maszyn i Informatyki,dr inż. Tomasz Gancarczyk,Bezpieczeństwo systemów serwerowych,lab,Inf,S
Wydział Budowy Maszyn i Informatyki,dr inż. Tomasz Gancarczyk,Systemy operacyjne I,wyk,Inf,S
Wydział Budowy Maszyn i Informatyki,dr inż. Tomasz Gancarczyk,Systemy operacyjne I,wyk,Inf,NZ
Wydział Budowy Maszyn i Informatyki,dr inż. Tomasz Gancarczyk,Systemy operacyjne I,lab,Inf,NZ
Wydział Budowy Maszyn i Informatyki,mgr inż. Patryk Giertuga,Interfejs w aplikacjach internetowych,lab,Inf,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Patryk Giertuga,Projektowanie rozwiązań internetowych,lab,Inf,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Patryk Giertuga,Metody sztucznej inteligencji,lab,Inf,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Patryk Giertuga,Metody sztucznej inteligencji,lab,Inf,NZ
Wydział Budowy Maszyn i Informatyki,mgr inż. Maksymilian Grygiel,Projekt - zespołowe przedsięwzięcie programistyczne,proj,Inf,S
Wydział Budowy Maszyn i Informatyki,mgr inż. Maksymilian Grygiel,Techniki testowania aplikacji,lab,Inf,S
